transaction_id;customer_id;transaction_date;online_order;order_status;id_product_big
316;1414;01.08.2017;False;Approved;67
317;2202;19.06.2017;True;Approved;109
318;2144;31.05.2017;True;Approved;39
319;1033;09.10.2017;True;Approved;91
320;2157;20.06.2017;True;Approved;61
321;1097;23.01.2017;False;Approved;78
322;2757;19.04.2017;False;Approved;10
323;87;08.11.2017;True;Approved;100
324;2049;11.10.2017;False;Approved;148
325;952;14.11.2017;True;Approved;67
326;1745;20.01.2017;False;Approved;35
327;40;09.05.2017;True;Approved;26
328;372;17.10.2017;True;Approved;80
329;1627;11.08.2017;True;Approved;16
330;444;15.11.2017;False;Approved;26
331;217;23.05.2017;False;Approved;149
332;1656;02.08.2017;True;Approved;113
333;485;16.12.2017;True;Approved;150
334;2252;21.02.2017;False;Approved;151
335;3103;01.11.2017;False;Approved;72
336;506;05.10.2017;True;Approved;35
337;1615;30.10.2017;;Approved;129
338;1881;02.01.2017;True;Approved;39
339;2903;04.12.2017;True;Approved;91
340;1274;16.12.2017;False;Approved;71
341;1443;27.08.2017;False;Approved;26
342;2091;14.03.2017;False;Approved;85
343;1478;11.03.2017;;Approved;149
344;1493;09.07.2017;False;Approved;136
345;1614;21.03.2017;False;Approved;62
346;476;19.07.2017;False;Approved;138
347;1777;12.04.2017;True;Approved;14
348;940;11.08.2017;False;Approved;127
349;2930;20.10.2017;True;Approved;111
350;2354;26.10.2017;True;Approved;19
351;1582;15.06.2017;False;Approved;152
352;416;19.06.2017;False;Approved;115
353;1013;20.04.2017;True;Approved;74
354;533;14.11.2017;False;Approved;153
355;968;22.03.2017;True;Approved;20
356;727;09.07.2017;True;Approved;4
357;1160;13.04.2017;False;Approved;40
358;3425;06.12.2017;True;Approved;42
359;1614;10.11.2017;True;Approved;96
360;2140;26.04.2017;True;Approved;154
361;2589;31.01.2017;False;Approved;8
362;2920;22.09.2017;True;Approved;98
363;62;14.08.2017;True;Approved;69
364;1112;13.09.2017;False;Approved;39
365;1995;03.05.2017;True;Approved;77
366;1965;22.08.2017;False;Approved;52
367;1614;10.03.2017;False;Approved;155
368;366;24.01.2017;True;Approved;147
369;2682;29.07.2017;False;Approved;94
370;2993;03.08.2017;True;Approved;5
371;1887;28.08.2017;False;Approved;31
372;1692;16.08.2017;True;Approved;56
373;1927;24.06.2017;False;Approved;26
374;2567;07.03.2017;False;Approved;61
375;3276;05.07.2017;True;Approved;156
376;1808;09.02.2017;False;Approved;73
377;2368;17.10.2017;False;Approved;98
378;470;27.10.2017;False;Approved;88
379;3270;03.03.2017;False;Approved;83
380;1683;20.08.2017;True;Approved;2
381;880;18.09.2017;True;Approved;30
382;309;02.12.2017;True;Approved;153
383;1698;28.11.2017;True;Approved;77
384;1434;28.08.2017;False;Approved;9
385;2712;14.05.2017;False;Approved;130
386;892;01.10.2017;False;Approved;133
387;832;15.10.2017;True;Approved;111
388;1033;03.05.2017;True;Approved;13
389;2834;15.02.2017;True;Approved;68
390;3015;04.01.2017;False;Approved;16
391;3484;12.10.2017;False;Approved;151
392;2775;19.03.2017;False;Approved;102
393;1208;30.08.2017;True;Approved;57
394;2109;29.06.2017;False;Approved;150
395;3195;12.10.2017;True;Approved;157
396;3366;27.06.2017;True;Approved;4
397;2492;27.02.2017;False;Approved;8
398;389;12.03.2017;True;Approved;42
399;1306;18.12.2017;;Approved;153
400;552;24.07.2017;True;Approved;158
401;3009;05.05.2017;False;Approved;20
402;2925;14.06.2017;False;Approved;4
403;140;17.02.2017;False;Approved;101
404;209;14.09.2017;True;Approved;100
405;225;19.06.2017;False;Approved;33
406;1595;17.04.2017;False;Approved;142
407;2559;14.06.2017;True;Approved;159
408;769;11.12.2017;False;Approved;143
409;1282;08.05.2017;False;Approved;122
410;2377;07.03.2017;False;Approved;20
411;3355;30.12.2017;False;Approved;67
412;2350;11.05.2017;True;Approved;83
413;720;09.09.2017;False;Approved;48
414;3249;02.02.2017;True;Approved;91
415;2939;01.10.2017;True;Approved;33
416;1035;03.11.2017;True;Approved;68
417;492;02.10.2017;False;Approved;69
418;3100;10.12.2017;True;Approved;77
419;1586;19.04.2017;False;Approved;160
420;31;25.05.2017;True;Approved;161
421;887;28.04.2017;False;Approved;162
422;3356;26.08.2017;False;Approved;95
423;2498;15.09.2017;True;Approved;20
424;3415;03.03.2017;True;Approved;41
425;2828;06.09.2017;False;Approved;163
426;3117;24.04.2017;True;Approved;77
427;2850;19.11.2017;False;Approved;75
428;2779;30.11.2017;True;Approved;67
429;683;15.12.2017;False;Approved;65
430;2342;26.10.2017;False;Approved;63
431;3388;12.02.2017;False;Approved;98
432;1968;19.06.2017;True;Approved;16
433;2923;17.12.2017;True;Approved;77
434;15;10.03.2017;False;Approved;100
435;2659;22.07.2017;True;Approved;164
436;3417;26.09.2017;True;Approved;89
437;1862;27.08.2017;True;Approved;139
438;1670;17.04.2017;False;Approved;33
439;2126;05.12.2017;True;Approved;17
440;2702;20.10.2017;True;Approved;18
441;125;25.02.2017;True;Approved;90
442;750;24.04.2017;True;Approved;126
443;359;25.01.2017;False;Approved;165
444;2820;10.09.2017;False;Approved;17
445;850;25.11.2017;True;Approved;91
446;3072;23.05.2017;False;Approved;58
447;820;23.06.2017;False;Approved;158
448;919;28.09.2017;True;Approved;53
449;1250;31.03.2017;False;Approved;76
450;1655;01.05.2017;False;Approved;11
451;1194;02.12.2017;True;Approved;166
452;234;20.03.2017;False;Approved;128
453;724;22.11.2017;False;Approved;102
454;1976;03.05.2017;False;Approved;102
455;193;16.08.2017;True;Approved;85
456;1588;30.01.2017;True;Approved;62
457;290;10.10.2017;False;Approved;111
458;167;25.03.2017;False;Approved;136
459;2821;29.04.2017;True;Approved;124
460;1201;07.08.2017;False;Approved;63
461;893;09.07.2017;False;Approved;34
462;2794;05.09.2017;True;Approved;67
463;3166;14.07.2017;True;Approved;89
464;1422;13.10.2017;False;Approved;117
465;3476;17.04.2017;False;Approved;103
466;505;24.06.2017;True;Approved;139
467;1132;15.10.2017;False;Approved;152
468;2363;02.11.2017;True;Approved;88
469;1816;11.10.2017;False;Approved;10
470;73;30.04.2017;False;Approved;143
471;647;21.01.2017;True;Approved;143
472;1304;09.02.2017;True;Approved;131
473;344;11.11.2017;False;Approved;147
474;1001;07.10.2017;True;Approved;143
475;2724;10.08.2017;False;Approved;14
476;1787;19.08.2017;True;Approved;167
477;367;12.02.2017;;Approved;69
478;524;18.01.2017;True;Approved;80
479;479;08.09.2017;True;Approved;108
480;1782;17.04.2017;True;Approved;165
481;361;15.03.2017;True;Approved;14
482;1135;22.04.2017;False;Approved;68
483;1591;15.02.2017;True;Approved;152
484;941;04.05.2017;True;Approved;2
485;804;17.03.2017;False;Approved;148
486;2729;24.07.2017;True;Approved;6
487;223;15.02.2017;True;Approved;19
488;1571;09.09.2017;True;Approved;106
489;2747;25.01.2017;False;Approved;129
490;506;12.04.2017;True;Approved;95
491;2676;10.12.2017;True;Approved;39
492;547;11.01.2017;True;Approved;109
493;2623;03.12.2017;True;Approved;31
494;1509;16.11.2017;True;Approved;97
495;479;09.08.2017;True;Approved;63
496;661;08.11.2017;False;Approved;43
497;1854;30.12.2017;True;Approved;168
498;125;29.05.2017;False;Approved;24
499;1037;19.07.2017;False;Approved;7
500;1446;02.02.2017;True;Approved;16
501;2810;25.07.2017;True;Approved;52
502;500;13.06.2017;True;Approved;40
503;2468;07.08.2017;True;Approved;148
504;1785;10.03.2017;False;Approved;11
505;2560;09.07.2017;False;Approved;169
506;1853;04.12.2017;False;Approved;169
507;3468;02.09.2017;True;Approved;113
508;3389;24.03.2017;False;Approved;46
509;3015;28.07.2017;False;Approved;68
510;3073;23.04.2017;True;Approved;170
511;683;04.07.2017;True;Approved;85
512;1020;02.10.2017;True;Approved;67
513;1052;29.11.2017;False;Approved;121
514;1679;02.01.2017;True;Approved;120
515;3330;18.11.2017;False;Approved;88
516;1591;03.05.2017;False;Approved;157
517;311;01.01.2017;True;Approved;55
518;1996;25.11.2017;False;Approved;65
519;997;19.10.2017;True;Approved;40
520;1276;21.09.2017;False;Approved;4
521;693;18.02.2017;False;Approved;29
522;3013;26.01.2017;False;Approved;136
523;2234;07.01.2017;True;Approved;65
524;1171;10.02.2017;True;Approved;171
525;1849;27.04.2017;False;Approved;3
526;827;02.04.2017;True;Approved;83
527;1499;27.08.2017;True;Approved;101
528;2233;04.05.2017;True;Approved;82
529;103;03.06.2017;True;Approved;42
530;1202;31.03.2017;;Approved;67
531;1494;10.06.2017;True;Approved;7
532;1559;15.10.2017;True;Approved;55
533;3381;09.02.2017;False;Approved;120
534;1517;08.04.2017;False;Approved;101
535;776;28.10.2017;True;Approved;172
536;1018;03.12.2017;True;Approved;78
537;3280;18.08.2017;True;Approved;53
538;1042;23.03.2017;False;Approved;119
539;1312;04.09.2017;True;Approved;140
540;682;02.09.2017;True;Approved;127
541;1499;13.04.2017;True;Approved;59
542;1555;08.07.2017;False;Approved;41
543;246;03.12.2017;False;Approved;173
544;2734;19.05.2017;True;Approved;116
545;2336;19.05.2017;False;Approved;70
546;2391;21.08.2017;True;Approved;69
547;2139;26.06.2017;True;Approved;45
548;867;06.03.2017;True;Approved;21
549;543;25.01.2017;False;Approved;26
550;2839;05.09.2017;False;Approved;40
551;3382;15.10.2017;True;Approved;146
552;333;30.11.2017;True;Approved;63
553;2826;22.10.2017;False;Approved;89
554;1707;31.01.2017;False;Approved;15
555;1198;08.05.2017;True;Approved;174
556;359;04.09.2017;False;Approved;46
557;170;16.01.2017;True;Approved;175
558;3481;22.02.2017;False;Approved;84
559;3104;21.03.2017;;Approved;83
560;695;10.01.2017;False;Approved;136
561;2298;01.01.2017;False;Approved;91
562;753;23.09.2017;False;Approved;88
563;3071;05.04.2017;False;Approved;110
564;1913;18.11.2017;True;Approved;70
565;2633;23.09.2017;False;Approved;91
566;178;28.11.2017;False;Approved;109
567;252;09.03.2017;False;Approved;10
568;1032;04.08.2017;True;Approved;106
569;1094;08.05.2017;False;Approved;176
570;1396;21.12.2017;True;Approved;141
571;1186;20.08.2017;False;Approved;1
572;2770;27.01.2017;True;Approved;164
573;2271;06.07.2017;False;Approved;21
574;2518;25.01.2017;True;Approved;21
575;3197;26.06.2017;True;Approved;74
576;2538;26.02.2017;False;Approved;36
577;149;04.05.2017;;Approved;26
578;1579;13.10.2017;True;Approved;126
579;1979;31.05.2017;True;Approved;124
580;1447;13.04.2017;True;Approved;169
581;2618;19.12.2017;False;Approved;165
582;1224;03.08.2017;True;Approved;102
583;3053;16.04.2017;False;Approved;177
584;1019;13.09.2017;True;Cancelled;157
585;1677;22.03.2017;False;Approved;56
586;1047;14.04.2017;True;Approved;72
587;1320;14.08.2017;False;Approved;20
588;823;30.08.2017;True;Approved;31
589;854;04.10.2017;False;Approved;98
590;1141;16.02.2017;True;Approved;178
591;1574;23.07.2017;False;Approved;60
592;132;21.03.2017;False;Approved;103
593;1399;14.12.2017;True;Approved;83
594;2118;17.08.2017;False;Approved;131
595;825;12.01.2017;False;Approved;65
596;1691;01.02.2017;False;Approved;151
597;345;13.08.2017;False;Approved;15
598;1665;03.01.2017;True;Approved;61
599;1059;08.12.2017;True;Approved;173
600;964;24.06.2017;False;Approved;43
601;1466;27.11.2017;True;Approved;176
602;3477;23.08.2017;True;Approved;21
603;3318;12.05.2017;True;Approved;179
604;2490;04.03.2017;True;Approved;89
605;3023;23.03.2017;False;Approved;146
606;2878;30.12.2017;False;Approved;75
607;2754;28.05.2017;True;Approved;138
608;266;14.09.2017;False;Approved;91
609;1409;29.03.2017;False;Approved;112
610;3482;20.10.2017;False;Approved;170
611;368;06.12.2017;True;Approved;180
612;3275;20.07.2017;False;Approved;1
613;904;03.03.2017;False;Approved;25
614;2536;08.03.2017;True;Approved;85
615;375;22.07.2017;True;Approved;117
616;2694;13.07.2017;True;Approved;102
617;3285;12.08.2017;False;Approved;10
618;3016;27.06.2017;True;Approved;32
619;3493;16.03.2017;False;Approved;15
620;864;22.06.2017;False;Approved;181
621;2510;27.03.2017;False;Approved;67
622;3097;14.10.2017;False;Approved;21
623;2156;01.03.2017;False;Approved;45
624;1600;12.08.2017;False;Approved;182
625;2033;15.09.2017;False;Approved;20
626;1999;12.06.2017;False;Approved;115
627;968;20.01.2017;False;Approved;174
628;2060;17.02.2017;True;Approved;2
629;2569;11.03.2017;False;Approved;111
630;2853;10.10.2017;True;Approved;97
631;818;20.11.2017;False;Approved;2
632;3164;10.09.2017;True;Approved;67
633;2211;10.09.2017;True;Approved;71
634;2069;29.04.2017;False;Approved;153
635;2296;31.08.2017;True;Approved;99
636;2836;02.07.2017;False;Approved;13
637;524;14.02.2017;False;Approved;89
638;1436;11.02.2017;False;Approved;72
639;482;17.04.2017;False;Approved;63
640;760;05.09.2017;False;Approved;72
641;757;19.10.2017;False;Approved;90
642;1570;05.09.2017;False;Approved;135
643;3245;28.09.2017;False;Approved;79
644;1841;20.08.2017;False;Approved;110
645;3039;27.04.2017;False;Approved;171
646;2590;12.10.2017;False;Approved;2
647;2175;05.03.2017;True;Approved;18
648;485;16.10.2017;True;Approved;62
649;606;01.11.2017;False;Approved;88
650;761;26.04.2017;False;Approved;82
651;3154;11.03.2017;False;Approved;22
652;1739;23.10.2017;True;Approved;53
653;2700;28.06.2017;True;Approved;76
654;1775;17.06.2017;False;Approved;56
655;46;12.05.2017;False;Approved;132
656;3470;28.12.2017;False;Approved;76
657;3190;21.02.2017;True;Approved;7
658;3076;04.06.2017;False;Approved;135
659;2240;18.04.2017;True;Approved;183
660;2814;17.12.2017;False;Approved;148
661;29;16.09.2017;False;Approved;60
662;2072;26.07.2017;False;Approved;99
663;2486;15.05.2017;True;Approved;113
664;2383;21.01.2017;True;Approved;111
665;759;09.10.2017;True;Approved;50
666;2777;16.02.2017;True;Approved;67
667;3109;14.06.2017;False;Approved;24
668;3190;03.03.2017;False;Approved;108
669;3420;07.04.2017;False;Approved;141
670;112;29.01.2017;False;Approved;123
671;2874;09.04.2017;False;Approved;100
672;940;22.05.2017;True;Approved;39
673;1952;08.07.2017;True;Approved;12
674;1618;02.12.2017;True;Approved;108
675;1817;05.07.2017;True;Approved;184
676;1665;26.06.2017;False;Approved;135
677;2609;02.07.2017;False;Approved;185
678;626;06.08.2017;False;Approved;12
679;693;20.12.2017;True;Approved;112
680;2151;31.01.2017;True;Approved;39
681;3085;05.12.2017;True;Approved;81
682;1747;23.06.2017;False;Approved;115
683;2095;10.12.2017;False;Approved;69
684;1289;19.12.2017;False;Approved;171
685;2347;20.08.2017;False;Approved;160
686;1762;19.06.2017;False;Approved;18
687;1374;16.05.2017;False;Approved;169
688;836;01.08.2017;False;Approved;127
689;2310;13.12.2017;True;Approved;186
690;1371;18.11.2017;False;Approved;61
691;1385;21.03.2017;False;Approved;132
692;2744;11.07.2017;False;Approved;78
693;2999;24.01.2017;True;Approved;132
694;294;15.06.2017;True;Approved;187
695;1282;22.11.2017;False;Approved;5
696;1400;06.07.2017;False;Approved;22
697;2285;21.11.2017;False;Approved;93
698;623;02.07.2017;True;Approved;186
699;1535;13.08.2017;False;Approved;48
700;2153;02.08.2017;True;Approved;57
701;2477;20.11.2017;False;Approved;124
702;2368;05.01.2017;True;Approved;18
703;211;02.10.2017;True;Approved;85
704;1874;01.08.2017;False;Approved;121
705;2243;26.03.2017;False;Approved;58
706;1329;05.01.2017;True;Approved;18
707;260;18.08.2017;False;Approved;151
